,casos_2304400,casos_est_2304400,casos_est_min_2304400,casos_est_max_2304400,p_rt1_2304400,p_inc100k_2304400,temp_min_2304400,temp_max_2304400,umid_min_2304400,pressao_min_2304400,casos_2311702,casos_est_2311702,casos_est_min_2311702,casos_est_max_2311702,p_rt1_2311702,p_inc100k_2311702,temp_min_2311702,temp_max_2311702,umid_min_2311702,pressao_min_2311702,casos_2307650,casos_est_2307650,casos_est_min_2307650,casos_est_max_2307650,p_rt1_2307650,p_inc100k_2307650,temp_min_2307650,temp_max_2307650,umid_min_2307650,pressao_min_2307650,casos_2306306,casos_est_2306306,casos_est_min_2306306,casos_est_max_2306306,p_rt1_2306306,p_inc100k_2306306,temp_min_2306306,temp_max_2306306,umid_min_2306306,pressao_min_2306306
2012-09-23,46,46.0,46,46,0.08610894,1.7121936,24.714285714285715,30.428571428571427,42.285714285714285,1011.1428571428571,3,3.0,3,3,0.0035557533,16.31765,24.714285714285715,30.428571428571427,42.285714285714285,1011.1428571428571,8,8.0,8,8,0.46244562,3.486477,24.714285714285715,30.428571428571427,42.285714285714285,1011.1428571428571,0,0.0,0,0,0.0,0.0,24.714285714285715,30.428571428571427,42.285714285714285,1011.1428571428571
2012-09-30,55,55.0,55,55,0.48351678,2.047188,24.571428571428573,30.142857142857142,39.714285714285715,1011.5714285714286,4,4.0,4,4,0.022565955,21.756866,24.571428571428573,30.142857142857142,39.714285714285715,1011.5714285714286,4,4.0,4,4,0.1380253,1.7432384,24.571428571428573,30.142857142857142,39.714285714285715,1011.5714285714286,0,0.0,0,0,0.0,0.0,24.571428571428573,30.142857142857142,39.714285714285715,1011.5714285714286
2012-10-07,60,60.0,60,60,0.7548498,2.2332962,24.571428571428573,30.571428571428573,35.57142857142857,1010.1428571428571,5,5.0,5,5,0.23907685,27.196083,24.571428571428573,30.571428571428573,35.57142857142857,1010.1428571428571,5,5.0,5,5,0.29818922,2.179048,24.571428571428573,30.571428571428573,35.57142857142857,1010.1428571428571,0,0.0,0,0,0.0,0.0,24.571428571428573,30.571428571428573,35.57142857142857,1010.1428571428571
2012-10-14,51,51.0,51,51,0.3904318,1.8983016,24.285714285714285,29.714285714285715,43.142857142857146,1009.7142857142857,12,12.0,12,12,0.9560591,65.2706,24.285714285714285,29.714285714285715,43.142857142857146,1009.7142857142857,3,3.0,3,3,0.19304663,1.3074288,24.285714285714285,29.714285714285715,43.142857142857146,1009.7142857142857,0,0.0,0,0,0.0,0.0,24.285714285714285,29.714285714285715,43.142857142857146,1009.7142857142857
2012-10-21,36,36.0,36,36,0.026176136,1.3399776,24.571428571428573,30.571428571428573,42.0,1008.8571428571429,14,14.0,14,14,0.9464504,76.14903,24.571428571428573,30.571428571428573,42.0,1008.8571428571429,4,4.0,4,4,0.4461271,1.7432384,24.571428571428573,30.571428571428573,42.0,1008.8571428571429,1,1.0,1,1,0.96317655,1.8844103,24.571428571428573,30.571428571428573,42.0,1008.8571428571429
2012-10-28,26,26.0,26,26,0.004550255,0.96776164,24.571428571428573,30.0,48.285714285714285,1008.7142857142857,5,5.0,5,5,0.094013676,27.196083,24.571428571428573,30.0,48.285714285714285,1008.7142857142857,3,3.0,3,3,0.3734802,1.3074288,24.571428571428573,30.0,48.285714285714285,1008.7142857142857,0,0.0,0,0,0.0,0.0,24.571428571428573,30.0,48.285714285714285,1008.7142857142857
2012-11-04,43,43.0,43,43,0.6795062,1.6005288,24.571428571428573,29.857142857142858,49.714285714285715,1009.5714285714286,11,11.0,11,11,0.53666234,59.831383,24.571428571428573,29.857142857142858,49.714285714285715,1009.5714285714286,7,7.0,7,7,0.85405016,3.0506673,24.571428571428573,29.857142857142858,49.714285714285715,1009.5714285714286,0,0.0,0,0,0.0,0.0,24.571428571428573,29.857142857142858,49.714285714285715,1009.5714285714286
2012-11-11,35,35.0,35,35,0.528652,1.3027561,25.285714285714285,30.0,43.857142857142854,1008.2857142857143,11,11.0,11,11,0.6492933,59.831383,25.285714285714285,30.0,43.857142857142854,1008.2857142857143,4,4.0,4,4,0.46220067,1.7432384,25.285714285714285,30.0,43.857142857142854,1008.2857142857143,0,0.0,0,0,0.0,0.0,25.285714285714285,30.0,43.857142857142854,1008.2857142857143
2012-11-18,37,37.0,37,37,0.5426166,1.3771993,25.0,30.285714285714285,45.142857142857146,1009.1428571428571,17,17.0,17,17,0.9161185,92.46668,25.0,30.285714285714285,45.142857142857146,1009.1428571428571,6,6.0,6,6,0.618009,2.6148577,25.0,30.285714285714285,45.142857142857146,1009.1428571428571,0,0.0,0,0,0.0,0.0,25.0,30.285714285714285,45.142857142857146,1009.1428571428571
2012-11-25,36,36.0,36,36,0.4608275,1.3399776,25.571428571428573,30.857142857142858,45.57142857142857,1008.8571428571429,1,1.0,1,1,0.00033324008,5.4392166,25.571428571428573,30.857142857142858,45.57142857142857,1008.8571428571429,5,5.0,5,5,0.47508398,2.179048,25.571428571428573,30.857142857142858,45.57142857142857,1008.8571428571429,0,0.0,0,0,0.0,0.0,25.571428571428573,30.857142857142858,45.57142857142857,1008.8571428571429
