data_iniSE,casos_4103354,casos_4105201,casos_4105300,casos_4105409,casos_4105508,casos_4105706,casos_4105904,casos_4106001,casos_4106100,casos_4106605,casos_4106803,casos_4106852,casos_4106902,casos_4107009,casos_4107124,casos_4107157,casos_4107207,casos_4107736,casos_4107751,casos_4107850,casos_4108007,casos_4108205,casos_4108304,casos_4111506,casos_4111555,casos_4108403,casos_4108502,casos_4109302,casos_4109401,casos_4109500,casos_4109906,casos_4110078,casos_4110508,casos_4110607,casos_4110706,casos_4110805,casos_4110953,casos_4111100,casos_4112751,casos_4112801,casos_4112959,casos_4113205,casos_4113254,casos_4113304,casos_4113452,casos_4113601,casos_4113700,casos_4113908,casos_4114005,casos_4114104,casos_4114203,casos_4114302,casos_4114351,casos_4114401,casos_4114500,casos_4115739,casos_4116059,casos_4116208,casos_4119004,casos_4119103,casos_4119202,casos_4121505,casos_4119301,casos_4119400,casos_4119608,casos_4119806,casos_4119905,casos_4120101,casos_4120150,casos_4120358,casos_4120606,casos_4120655,casos_4120903,casos_4121208,casos_4122503,casos_4124020,casos_4124103,casos_4124707,casos_4124806,casos_4125407,casos_4125506,casos_4125605,casos_4125704,casos_4125753,casos_4125803,casos_4126207,casos_4127502,casos_4127601,casos_4127700,casos_4127809,casos_4127858,casos_4127882,casos_4127908,casos_4127965,casos_4128005,casos_4128104,casos_4128534,casos_4128609,casos_4128633,casos_4128658,casos_4128708,casos_4115408,casos_4126652,casos_4101408,casos_4101705,casos_4101804,casos_4106209,casos_4106308,casos_4106407,casos_4106456,casos_4106506,casos_4107405,casos_4107546,casos_4107553,casos_4107603,casos_4107652,casos_4108650,casos_4108700,casos_4109609,casos_4109658,casos_4110102,casos_4110201,casos_4111407,casos_4111209,casos_4111258,casos_4112504,casos_4113734,casos_4114807,casos_4116703,casos_4116802,casos_4116901,casos_4116950,casos_4117008,casos_4117222,casos_4122909,casos_4123006,casos_4121356,casos_4121406,casos_4123501,casos_4123808,casos_4128203,casos_4128625,casos_4100103,casos_4108809,casos_4115101,casos_4126678,casos_4126702,casos_4126801,casos_4126900,casos_4127007,casos_4127106,casos_4109757,casos_4105102,casos_4104501,casos_4104600,casos_4104659,casos_4104709,casos_4104808,casos_4112603,casos_4101150,casos_4101200,casos_4100202,casos_4100301,casos_4100400,casos_4100459,casos_4100509,casos_4100608,casos_4100707,casos_4100905,casos_4101051,casos_4101101,casos_4101507,casos_4101655,casos_4101853,casos_4101903,casos_4102000,casos_4102109,casos_4102208,casos_4102307,casos_4102406,casos_4102505,casos_4104907,casos_4105003,casos_4102604,casos_4102703,casos_4102752,casos_4102802,casos_4102901,casos_4103008,casos_4103024,casos_4103057,casos_4103370,casos_4119152,casos_4103404,casos_4103453,casos_4103479,casos_4103503,casos_4103602,casos_4103701,casos_4103800,casos_4103909,casos_4103958,casos_4104006,casos_4104055,casos_4104105,casos_4104204,casos_4104253,casos_4104303,casos_4104402,casos_4104428,casos_4104451,casos_4105607,casos_4105805,casos_4106555,casos_4106571,casos_4106704,casos_4107108,casos_4107256,casos_4107306,casos_4110300,casos_4107801,casos_4107504,casos_4107520,casos_4107538,casos_4108452,casos_4107702,casos_4107900,casos_4108106,casos_4108320,casos_4108551,casos_4108601,casos_4108908,casos_4108957,casos_4109005,casos_4109104,casos_4109203,casos_4109708,casos_4109807,casos_4110003,casos_4110052,casos_4112405,casos_4111308,casos_4110409,casos_4110656,casos_4110904,casos_4111001,casos_4111605,casos_4111704,casos_4111803,casos_4111902,casos_4112009,casos_4112108,casos_4112207,casos_4112306,casos_4112702,casos_4112900,casos_4113007,casos_4113106,casos_4113403,casos_4113429,casos_4113502,casos_4113759,casos_4113809,casos_4114609,casos_4114708,casos_4114906,casos_4115002,casos_4115200,casos_4115309,casos_4115358,casos_4115457,casos_4115507,casos_4115606,casos_4116000,casos_4115705,casos_4115754,casos_4115804,casos_4115853,casos_4115903,casos_4116109,casos_4116307,casos_4116406,casos_4116505,casos_4120408,casos_4116604,casos_4117057,casos_4117107,casos_4117206,casos_4117214,casos_4117255,casos_4117271,casos_4117297,casos_4117305,casos_4117404,casos_4117453,casos_4117503,casos_4117602,casos_4117701,casos_4117800,casos_4117909,casos_4118006,casos_4122602,casos_4122651,casos_4118105,casos_4118204,casos_4118303,casos_4118402,casos_4118451,casos_4118501,casos_4118600,casos_4118709,casos_4118808,casos_4118857,casos_4118907,casos_4122701,casos_4122800,casos_4119251,casos_4119509,casos_4119657,casos_4119707,casos_4119954,casos_4120002,casos_4120200,casos_4120804,casos_4120309,casos_4120333,casos_4120507,casos_4120705,casos_4120853,casos_4121000,casos_4121109,casos_4121257,casos_4121307,casos_4121604,casos_4121703,casos_4121752,casos_4121802,casos_4121901,casos_4122008,casos_4122107,casos_4122156,casos_4122172,casos_4122206,casos_4122305,casos_4122404,casos_4123105,casos_4123204,casos_4123303,casos_4123402,casos_4123600,casos_4123709,casos_4123824,casos_4123857,casos_4123907,casos_4123956,casos_4124004,casos_4124053,casos_4124202,casos_4124301,casos_4124400,casos_4124509,casos_4124608,casos_4124905,casos_4127403,casos_4125001,casos_4125100,casos_4125209,casos_4125308,casos_4125357,casos_4125456,casos_4125555,casos_4125902,casos_4126009,casos_4126108,casos_4126256,casos_4126272,casos_4126306,casos_4126355,casos_4126405,casos_4126504,casos_4126603,casos_4127205,casos_4127304,casos_4127957,casos_4128302,casos_4128401,casos_4128500,casos_4128559,casos_4128807,casos_4103107,casos_4103156,casos_4103206,casos_4103222,casos_4103305,casos_4100806,casos_4101002,casos_4101309,casos_4101606,casos_4103040
2010-03-14,2,0,5,0,20,0,121,0,0,48,0,0,15,0,0,1,0,1,0,0,12,0,694,0,0,5,0,4,1,0,0,0,0,1,0,0,1,1,29,0,0,0,2,0,0,1,371,0,9,21,11,0,0,0,1,0,21,0,0,0,0,0,0,0,0,1,1,0,0,0,2,20,0,0,1,0,27,0,0,0,1,0,40,2,0,0,0,0,7,0,0,0,21,1,5,94,0,0,0,0,0,0,0,6,2,0,0,12,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25,16,0,25,0,3,0,0,4,0,59,20,2,0,1,0,6,4,3,0,8,0,0,2,0,9,0,0,0,0,33,0,0,0,0,0,0,0,2,12,0,1,20,13,7,0,0,4,4,7,1,0,48,0,0,0,0,23,0,25,0,4,0,1,0,0,5,13,0,0,0,190,0,0,0,0,0,0,0,1,95,0,0,0,2,1,2,0,30,2,1,1,0,1,1,1,0,0,0,3,1,0,0,98,1,0,0,28,18,1,34,19,0,4,0,0,3,1,2,14,0,0,3,0,1,0,0,41,0,2,0,0,0,7,0,48,15,1,0,0,522,0,2,0,1,6,7,0,0,148,11,0,53,0,2,1,1,1,0,0,3,1,0,0,0,0,0,0,46,0,0,1,11,0,1,0,12,0,0,31,19,2,0,0,10,1,16,0,0,0,0,0,7,0,25,1,0,0,3,56,0,1,1,2,2,3,0,0,0,0,12,0,0,0,0,0,0,34,0,0,0,20,1,10,0,0,24,0,0,25,0,0,0,3,0,0,13,0,0,0,0,0,1,0,0,0,1,232,0,0,10,2,35,0,5,6,39,0,0,1,9,0,0,0,2,0,0,3,0,0,0,0
2010-03-21,0,0,4,0,25,0,169,0,0,64,0,0,15,0,0,0,0,0,0,0,8,3,966,0,0,12,0,0,0,0,0,0,0,2,0,0,5,7,45,0,0,0,0,5,0,3,377,0,9,16,17,0,0,0,0,0,28,1,0,0,0,0,0,0,0,1,0,0,0,0,0,13,0,0,0,0,30,0,0,0,0,0,80,5,1,0,0,0,21,0,0,0,34,0,4,80,0,0,0,0,0,0,0,2,3,0,0,18,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37,27,1,60,0,6,3,0,0,0,95,11,1,0,0,0,5,12,2,1,2,0,0,1,0,9,0,0,0,0,40,0,0,0,0,0,1,1,4,9,0,0,10,24,9,0,0,9,11,4,4,0,53,0,0,0,0,19,0,23,1,0,0,0,1,0,4,33,1,1,0,148,0,3,0,0,0,0,0,0,91,0,0,0,1,0,2,0,21,0,2,3,0,0,5,2,2,0,0,12,3,0,0,126,1,0,0,36,3,1,29,27,0,12,0,1,0,1,0,3,0,5,3,0,1,4,0,37,0,0,0,2,0,7,0,70,8,1,0,0,532,0,0,0,0,7,8,0,0,97,9,0,55,3,1,0,4,0,0,0,2,6,0,0,0,0,0,3,36,0,0,0,11,0,0,0,5,0,2,28,26,1,0,0,11,1,3,0,0,0,0,2,23,0,15,2,0,0,2,62,0,3,2,5,1,0,0,0,0,0,15,0,0,1,0,0,0,43,0,1,0,23,0,8,0,0,26,0,0,23,1,0,0,8,0,0,12,0,0,0,0,16,2,0,0,1,0,289,0,0,5,7,33,0,2,5,24,0,0,0,5,1,0,0,0,0,0,4,0,0,0,0
2010-03-28,1,0,9,0,15,0,120,0,0,90,0,0,16,1,0,0,1,0,0,0,12,0,905,0,1,8,1,0,1,0,0,0,0,3,0,0,0,18,12,0,0,0,0,1,0,3,387,0,7,24,14,0,0,0,1,0,18,0,0,0,0,0,0,0,0,0,1,0,0,0,1,22,1,0,0,0,18,0,0,0,0,0,87,17,2,0,0,0,31,1,0,0,40,0,1,53,0,0,0,0,0,0,0,0,0,1,0,14,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,16,29,1,62,0,4,1,0,0,0,81,12,0,1,0,0,8,4,4,0,13,0,0,1,0,11,2,3,0,0,55,0,0,0,0,0,0,0,6,7,0,0,5,34,6,0,0,3,22,3,1,0,46,0,0,0,0,27,0,15,0,1,0,0,0,2,7,56,1,0,1,116,0,0,0,0,0,0,0,0,141,0,0,0,5,2,1,0,36,0,1,1,0,0,4,5,0,0,0,13,0,1,0,142,1,0,0,22,4,0,20,36,2,8,0,0,1,0,1,0,0,6,5,0,0,0,0,30,1,0,0,1,0,4,0,50,8,1,1,0,497,0,3,0,0,10,1,0,0,98,23,0,55,2,1,0,2,0,0,0,2,5,0,0,0,1,1,2,28,0,1,0,6,0,1,0,1,0,0,27,40,1,0,0,4,0,2,1,0,0,0,1,39,0,8,0,0,0,4,55,0,2,2,4,0,1,0,0,0,1,2,0,0,0,0,0,0,56,0,2,0,23,0,12,0,0,35,0,0,32,0,0,0,9,2,0,17,0,0,0,0,33,0,0,0,0,0,306,0,0,1,4,36,0,13,5,18,0,2,0,5,4,0,0,0,0,0,7,0,0,0,0
2010-04-04,0,0,16,0,37,0,143,0,0,67,0,0,9,0,0,1,0,0,0,0,7,0,1040,0,3,29,0,4,0,0,2,0,0,4,0,0,5,19,5,0,0,0,0,3,0,3,387,0,5,47,11,0,0,0,0,0,19,0,0,0,0,0,0,0,1,0,0,0,0,0,2,37,0,0,0,0,23,2,0,0,0,0,90,20,0,0,0,0,33,4,0,0,39,0,3,53,0,0,0,0,0,0,0,1,4,0,0,20,18,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,37,46,0,88,0,3,3,1,3,1,60,23,0,0,0,0,8,10,3,2,11,0,0,1,0,6,1,11,0,0,69,0,1,0,0,0,0,0,9,10,0,1,4,25,12,0,0,2,20,3,0,1,61,1,0,1,0,23,0,11,0,1,1,0,0,0,9,51,1,1,0,125,0,3,0,0,0,0,0,1,140,0,0,0,0,0,0,0,28,1,2,4,5,0,6,1,3,0,0,10,6,0,0,165,2,0,0,14,6,0,27,36,2,2,1,2,1,0,4,1,0,13,6,0,4,2,0,38,0,0,0,2,0,4,0,44,8,4,1,0,544,0,3,0,0,5,2,0,0,74,12,0,31,4,0,0,5,2,0,0,2,4,0,0,0,0,2,3,41,0,0,0,6,0,2,0,7,1,1,53,23,1,0,0,7,0,8,0,0,0,0,0,11,1,9,0,0,0,6,44,0,3,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,1,20,0,11,0,0,48,0,0,55,0,0,0,5,0,1,34,0,0,0,1,15,4,0,0,0,0,304,0,0,2,2,51,0,15,2,13,0,0,0,20,6,0,0,0,0,0,4,0,0,0,0
2010-04-11,1,0,13,0,40,0,122,1,0,47,0,0,11,1,0,1,0,0,0,0,8,0,933,0,2,37,0,0,0,0,2,0,0,3,0,0,3,10,1,0,1,0,0,4,0,1,415,0,7,27,13,0,0,0,0,0,19,0,0,0,0,0,1,0,0,0,2,0,0,0,0,36,2,0,1,0,38,0,0,0,0,0,119,14,0,0,0,0,26,3,0,0,13,0,9,55,0,0,0,0,0,0,0,2,2,0,0,11,15,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,41,47,0,63,0,14,1,0,3,0,31,13,3,0,0,2,8,11,3,4,12,0,0,1,1,6,0,8,0,0,63,0,2,0,0,0,0,0,11,4,0,2,3,18,12,0,0,7,13,1,1,0,46,0,0,0,0,8,0,19,0,1,0,1,0,0,7,39,5,0,1,136,1,0,0,0,0,0,0,0,127,0,0,0,1,1,0,0,38,1,5,0,6,0,6,1,2,0,0,12,2,0,0,116,1,0,0,6,1,0,32,26,0,1,1,0,0,0,7,8,0,13,9,0,1,0,0,36,0,0,1,9,0,1,0,24,15,0,1,0,415,0,6,0,0,5,1,0,0,44,16,1,17,2,1,0,2,1,0,0,1,4,0,0,0,0,0,3,34,0,1,0,13,1,1,0,8,0,2,37,8,1,0,0,10,0,6,0,0,1,0,0,14,0,11,0,0,0,3,11,0,2,2,4,0,2,0,0,0,0,1,0,0,1,0,0,0,45,0,1,0,22,1,13,0,0,53,0,0,43,1,0,0,4,0,0,13,0,0,0,0,21,1,1,0,3,0,233,0,0,8,3,34,0,7,0,4,0,1,0,10,2,0,0,0,0,0,7,0,0,0,0
2010-04-18,3,0,3,0,35,0,124,1,0,46,0,0,10,0,0,0,0,0,0,0,5,0,917,0,6,23,0,0,0,0,1,0,0,5,0,0,3,8,0,0,1,0,0,2,0,1,366,0,0,29,9,0,0,0,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,0,0,0,1,45,0,0,0,0,0,112,14,0,0,0,0,16,0,0,0,14,0,6,62,0,0,0,0,0,0,0,5,1,0,0,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29,0,63,0,13,1,0,0,0,16,12,0,0,0,0,6,5,2,0,8,1,0,0,0,3,0,0,0,0,44,0,1,0,0,0,0,0,7,2,0,2,1,30,13,0,0,7,13,1,4,0,49,1,0,0,0,6,0,21,0,3,1,1,0,0,4,26,1,0,2,106,0,0,0,0,0,0,0,0,86,0,0,0,2,3,0,0,65,0,2,3,9,0,4,2,4,0,1,11,3,0,0,92,1,0,1,7,5,0,28,16,0,2,0,0,0,0,5,13,0,15,3,0,1,1,0,41,0,0,1,1,0,7,0,18,10,1,1,0,375,0,5,0,0,2,1,0,0,22,11,1,18,3,0,0,4,2,0,0,1,2,0,0,0,1,3,0,26,0,0,0,4,1,1,1,8,2,0,52,4,1,0,0,11,0,0,0,0,0,0,1,15,1,19,0,0,0,5,22,0,0,0,2,0,2,0,0,0,0,1,0,0,1,0,0,0,28,0,0,0,13,0,10,0,0,26,0,0,57,0,0,0,2,1,0,9,0,0,0,0,39,0,0,0,4,0,263,0,0,6,4,51,1,6,1,1,0,0,0,4,1,0,0,0,0,0,4,1,0,0,0
2010-04-25,0,0,1,0,34,0,129,1,0,36,0,0,6,0,0,0,0,0,0,0,6,1,856,0,1,23,0,0,0,0,0,0,0,14,0,1,0,6,0,0,1,0,0,3,0,1,429,0,3,44,4,0,0,0,1,0,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25,0,0,0,0,85,0,0,0,1,0,109,10,1,0,0,0,13,0,1,0,6,0,2,56,0,0,0,0,0,0,0,4,0,3,0,15,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,26,26,1,89,0,34,1,0,1,0,17,14,0,0,0,0,7,6,3,1,7,0,0,0,0,7,1,0,0,0,36,0,2,0,0,0,0,0,11,9,0,0,1,12,20,0,0,5,21,1,0,0,56,0,0,0,0,3,0,21,0,1,0,0,0,1,2,26,2,0,4,67,0,1,0,1,0,0,0,0,89,0,0,0,0,0,1,0,41,0,4,1,6,1,5,1,1,0,1,31,0,0,0,107,0,0,1,3,7,0,19,16,0,1,1,0,0,0,0,8,0,16,6,0,0,1,0,23,0,0,0,2,0,1,0,10,6,1,0,0,343,0,1,0,0,1,0,0,0,15,9,0,12,0,1,0,7,1,0,2,0,3,0,0,0,0,0,4,31,0,0,0,5,0,4,0,0,1,0,82,3,1,0,0,8,0,5,0,0,0,0,0,17,0,9,0,0,0,3,18,0,2,0,11,0,3,1,0,0,0,3,0,0,0,0,0,0,43,0,1,0,16,0,21,0,0,35,0,0,47,0,0,0,10,0,0,6,0,0,0,0,56,9,0,0,8,1,280,0,0,1,0,40,0,7,2,0,1,1,0,9,9,0,0,0,0,0,7,0,0,0,0
2010-05-02,0,0,3,0,30,0,94,0,0,25,0,0,8,0,0,1,0,0,0,0,7,0,794,0,2,19,0,0,2,0,0,0,0,7,0,0,3,2,0,0,2,0,1,6,0,0,363,0,1,50,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,0,0,0,0,62,0,0,0,0,0,98,10,0,0,0,0,19,0,0,0,4,0,4,57,0,0,0,0,0,1,0,4,1,0,0,16,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22,21,1,68,0,29,0,0,2,0,5,8,0,0,0,0,6,3,2,3,8,0,0,0,0,9,1,0,0,0,32,0,0,0,0,0,0,0,9,4,0,0,1,10,10,0,0,14,19,1,1,0,61,0,0,0,0,4,0,11,0,1,0,0,0,0,0,37,1,1,0,64,1,1,0,0,0,0,0,0,113,0,0,0,2,0,0,0,26,1,6,0,7,2,3,4,1,0,1,12,0,0,0,95,2,0,1,1,6,0,19,13,0,3,1,0,0,2,0,7,0,15,2,0,1,0,0,42,0,0,0,4,0,1,0,4,2,0,0,0,264,0,2,0,0,3,0,1,0,9,5,1,5,3,0,0,4,2,0,1,0,3,0,0,0,0,0,1,10,0,0,0,8,1,0,0,4,1,0,58,2,0,0,0,19,0,0,0,0,0,0,0,12,0,2,0,0,0,0,7,0,4,6,1,0,3,0,0,0,0,4,0,0,0,0,0,0,37,2,0,0,24,0,18,0,0,42,1,0,45,0,0,0,3,0,1,5,0,0,0,2,45,7,0,0,6,0,267,0,0,4,2,42,0,16,2,0,0,0,0,4,6,0,0,0,0,0,15,0,0,0,0
2010-05-09,1,0,1,0,11,0,38,1,0,7,0,0,8,0,0,0,0,0,0,0,11,0,522,0,1,16,0,0,0,0,0,0,0,16,0,0,0,5,0,0,1,0,0,2,0,4,239,0,2,39,5,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,1,39,1,0,0,0,0,63,1,0,0,0,0,11,1,0,0,8,0,3,36,0,0,0,0,0,0,0,2,0,0,0,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,1,41,0,15,0,0,0,0,4,0,0,1,0,1,6,1,1,1,5,2,0,0,1,2,0,2,0,0,19,0,1,0,0,0,0,0,9,1,0,0,3,5,9,0,0,8,22,2,0,0,24,0,0,0,0,2,0,11,0,1,0,0,1,0,1,15,0,0,0,46,0,0,0,0,0,0,0,0,66,0,0,0,2,0,0,0,20,0,11,1,5,0,2,1,2,0,1,8,0,0,0,51,1,0,0,0,1,0,9,5,0,3,0,0,0,0,0,13,0,16,0,0,0,0,0,24,0,0,0,3,0,1,0,2,5,0,0,0,160,0,0,0,0,2,0,1,0,3,0,0,5,0,1,0,2,0,0,1,1,1,0,0,0,0,0,1,7,0,0,0,1,0,4,0,2,0,0,56,3,1,0,0,9,0,3,0,0,0,0,0,4,0,4,0,0,0,0,4,0,2,2,0,0,1,0,0,0,0,4,0,0,0,0,0,0,23,1,0,1,10,0,1,0,0,24,0,0,28,0,0,0,2,0,0,4,0,0,0,0,37,2,1,0,4,0,188,0,0,1,0,28,0,5,0,0,0,0,0,4,3,0,0,0,0,0,13,0,0,0,0
2010-05-16,0,0,1,0,13,0,13,0,0,2,0,0,7,0,0,2,0,0,0,0,3,0,245,0,2,4,0,0,0,0,0,0,0,4,0,0,0,1,0,0,1,0,0,2,0,0,134,0,1,26,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,3,0,19,0,0,0,0,0,25,6,1,0,0,0,0,0,0,0,1,0,2,29,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,12,0,14,0,0,1,0,3,3,1,0,0,0,3,2,0,1,2,0,0,1,0,1,0,0,0,0,11,0,1,0,0,0,0,0,2,0,0,0,0,3,2,0,0,4,8,1,0,0,10,0,0,0,0,0,0,14,0,2,0,0,0,0,0,8,1,0,0,23,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,2,0,4,0,2,0,3,2,0,0,1,2,1,0,0,22,0,0,0,0,0,0,10,0,0,2,0,0,0,1,0,13,0,8,0,0,0,0,0,22,0,0,0,1,0,0,0,0,1,0,0,0,74,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,3,1,0,19,0,0,0,0,3,1,0,0,0,0,0,0,5,0,2,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,10,0,0,0,2,0,1,0,0,4,0,0,11,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,5,0,49,0,0,1,0,21,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0
2010-05-23,0,0,1,0,12,0,8,1,0,1,0,0,2,0,0,0,0,0,0,0,10,0,121,0,1,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,114,0,0,18,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,14,0,0,0,0,0,4,0,0,0,0,0,1,18,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,0,7,0,9,0,0,0,0,1,1,0,0,0,0,3,4,2,1,0,0,0,0,1,2,0,0,0,0,20,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,2,6,2,0,0,9,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2,0,5,0,2,0,1,0,1,0,0,1,0,0,0,15,0,0,0,1,6,0,3,0,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,26,0,0,0,0,0,0,0,0,2,0,0,0,39,0,2,0,1,1,0,0,0,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1,0,1,1,0,15,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,2,0,1,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,28,0,0,0,0,16,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0
2010-05-30,0,0,1,0,10,0,7,0,0,2,0,0,4,0,0,0,0,0,0,0,8,0,65,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,107,0,0,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,10,1,0,1,0,0,1,0,0,0,0,0,0,5,0,0,0,1,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,9,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,3,2,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,13,0,1,0,0,0,0,0,0,5,0,0,0,0,0,1,0,1,0,1,0,2,0,0,0,0,0,0,5,1,0,0,14,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,14,0,0,0,2,0,0,0,4,0,0,0,0,21,0,0,0,0,0,2,0,0,5,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,0,0,0,0,0,4,0,4,0,1,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,3,0,0,5,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,3,0,17,0,0,0,0,10,0,2,0,0,0,0,0,2,2,0,0,0,0,0,5,0,0,0,0
2010-06-06,0,0,3,0,4,0,2,1,0,0,0,0,5,0,0,0,0,0,0,0,7,0,60,0,0,3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,78,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,1,0,0,0,2,0,0,0,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,4,0,0,0,0,0,1,0,0,0,0,4,0,1,0,1,1,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,5,1,0,0,0,3,0,0,2,0,0,0,7,0,1,0,0,0,0,0,1,0,0,0,17,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,6,0,0,0,0,1,0,0,0,1,0,0,0,16,0,0,0,1,1,0,5,0,0,0,0,0,1,0,1,5,0,1,0,0,0,0,0,16,0,0,0,2,0,0,1,3,2,0,0,0,24,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,2,0,0,0,0,0,1,0,0,0,2,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,14,0,0,0,2,12,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0
