,casos_2312403,casos_est_2312403,casos_est_min_2312403,casos_est_max_2312403,p_rt1_2312403,p_inc100k_2312403,temp_min_2312403,temp_max_2312403,umid_min_2312403,pressao_min_2312403,casos_2303709,casos_est_2303709,casos_est_min_2303709,casos_est_max_2303709,p_rt1_2303709,p_inc100k_2303709,temp_min_2303709,temp_max_2303709,umid_min_2303709,pressao_min_2303709
2010-03-21,1,1.0,1,1,0.9632679,2.046287,25.142857142857142,30.571428571428573,57.714285714285715,866.7142857142857,0,0.0,0,0,0.5,0.0,25.142857142857142,30.571428571428573,57.714285714285715,866.7142857142857
2010-03-28,0,0.0,0,0,0.0,0.0,23.571428571428573,29.857142857142858,64.71428571428571,1008.0,0,0.0,0,0,0.5,0.0,23.571428571428573,29.857142857142858,64.71428571428571,1008.0
2010-04-04,0,0.0,0,0,0.0,0.0,24.571428571428573,30.714285714285715,62.714285714285715,1007.8571428571429,0,0.0,0,0,0.5,0.0,24.571428571428573,30.714285714285715,62.714285714285715,1007.8571428571429
2010-04-11,0,0.0,0,0,0.0,0.0,25.0,31.0,61.142857142857146,1007.7142857142857,0,0.0,0,0,0.5,0.0,25.0,31.0,61.142857142857146,1007.7142857142857
2010-04-18,0,0.0,0,0,0.0,0.0,24.0,30.714285714285715,59.42857142857143,1008.8571428571429,0,0.0,0,0,0.5,0.0,24.0,30.714285714285715,59.42857142857143,1008.8571428571429
2010-04-25,0,0.0,0,0,0.0,0.0,24.571428571428573,30.857142857142858,62.714285714285715,1009.2857142857143,0,0.0,0,0,0.5,0.0,24.571428571428573,30.857142857142858,62.714285714285715,1009.2857142857143
2010-05-02,0,0.0,0,0,0.0,0.0,24.857142857142858,30.857142857142858,58.57142857142857,1009.8571428571429,0,0.0,0,0,0.5,0.0,24.857142857142858,30.857142857142858,58.57142857142857,1009.8571428571429
2010-05-09,0,0.0,0,0,0.0,0.0,24.428571428571427,30.285714285714285,62.857142857142854,1009.0,0,0.0,0,0,0.5,0.0,24.428571428571427,30.285714285714285,62.857142857142854,1009.0
2010-05-16,0,0.0,0,0,0.0,0.0,24.571428571428573,30.714285714285715,59.0,1009.1428571428571,0,0.0,0,0,0.5,0.0,24.571428571428573,30.714285714285715,59.0,1009.1428571428571
2010-05-23,0,0.0,0,0,0.0,0.0,25.0,30.571428571428573,59.0,1008.5714285714286,0,0.0,0,0,0.5,0.0,25.0,30.571428571428573,59.0,1008.5714285714286
2010-05-30,0,0.0,0,0,0.0,0.0,24.857142857142858,30.428571428571427,59.0,1008.8571428571429,0,0.0,0,0,0.5,0.0,24.857142857142858,30.428571428571427,59.0,1008.8571428571429
2010-06-06,0,0.0,0,0,0.0,0.0,23.428571428571427,29.714285714285715,64.57142857142857,1012.1428571428571,0,0.0,0,0,0.5,0.0,23.428571428571427,29.714285714285715,64.57142857142857,1012.1428571428571
2010-06-13,0,0.0,0,0,0.0,0.0,24.142857142857142,30.857142857142858,52.285714285714285,1011.7142857142857,0,0.0,0,0,0.5,0.0,24.142857142857142,30.857142857142858,52.285714285714285,1011.7142857142857
2010-06-20,0,0.0,0,0,0.0,0.0,23.857142857142858,30.857142857142858,51.42857142857143,1010.1428571428571,0,0.0,0,0,0.5,0.0,23.857142857142858,30.857142857142858,51.42857142857143,1010.1428571428571
2010-06-27,0,0.0,0,0,0.0,0.0,23.571428571428573,30.714285714285715,48.57142857142857,1011.0,0,0.0,0,0,0.5,0.0,23.571428571428573,30.714285714285715,48.57142857142857,1011.0
2010-07-04,0,0.0,0,0,0.0,0.0,23.857142857142858,30.571428571428573,48.857142857142854,1010.5714285714286,0,0.0,0,0,0.5,0.0,23.857142857142858,30.571428571428573,48.857142857142854,1010.5714285714286
2010-07-11,0,0.0,0,0,0.0,0.0,23.428571428571427,30.0,51.714285714285715,1010.4285714285714,0,0.0,0,0,0.5,0.0,23.428571428571427,30.0,51.714285714285715,1010.4285714285714
2010-07-18,0,0.0,0,0,0.0,0.0,23.714285714285715,30.0,52.0,1011.2857142857143,0,0.0,0,0,0.5,0.0,23.714285714285715,30.0,52.0,1011.2857142857143
2010-07-25,0,0.0,0,0,0.0,0.0,23.428571428571427,30.142857142857142,49.857142857142854,1012.4285714285714,0,0.0,0,0,0.5,0.0,23.428571428571427,30.142857142857142,49.857142857142854,1012.4285714285714
2010-08-01,0,0.0,0,0,0.0,0.0,22.857142857142858,30.0,48.285714285714285,1009.8571428571429,0,0.0,0,0,0.5,0.0,22.857142857142858,30.0,48.285714285714285,1009.8571428571429
2010-08-08,0,0.0,0,0,0.0,0.0,23.142857142857142,29.857142857142858,45.714285714285715,1011.1428571428571,0,0.0,0,0,0.5,0.0,23.142857142857142,29.857142857142858,45.714285714285715,1011.1428571428571
2010-08-15,0,0.0,0,0,0.0,0.0,22.714285714285715,30.142857142857142,40.714285714285715,1012.0,0,0.0,0,0,0.5,0.0,22.714285714285715,30.142857142857142,40.714285714285715,1012.0
2010-08-22,0,0.0,0,0,0.0,0.0,23.285714285714285,30.285714285714285,44.714285714285715,1011.2857142857143,0,0.0,0,0,0.5,0.0,23.285714285714285,30.285714285714285,44.714285714285715,1011.2857142857143
2010-08-29,0,0.0,0,0,0.0,0.0,23.285714285714285,29.857142857142858,50.714285714285715,1010.1428571428571,0,0.0,0,0,0.5,0.0,23.285714285714285,29.857142857142858,50.714285714285715,1010.1428571428571
2010-09-05,0,0.0,0,0,0.0,0.0,23.0,29.571428571428573,45.142857142857146,1010.7142857142857,0,0.0,0,0,0.5,0.0,23.0,29.571428571428573,45.142857142857146,1010.7142857142857
