data_iniSE,casos_3302601,casos_3302700,casos_3303401,casos_3303500,casos_3303609,casos_3303807,casos_3303906,casos_3304003,casos_3304102,casos_3304755,casos_3304805,casos_3303856,casos_3300456,casos_3301157,casos_3300100,casos_3300159,casos_3300209,casos_3300225,casos_3300233,casos_3300258,casos_3300308,casos_3302304,casos_3302403,casos_3300506,casos_3300902,casos_3300936,casos_3300951,casos_3303203,casos_3301207,casos_3301504,casos_3301603,casos_3301801,casos_3302452,casos_3301850,casos_3301876,casos_3302056,casos_3302254,casos_3303708,casos_3302270,casos_3302502,casos_3302809,casos_3302858,casos_3303005,casos_3303955,casos_3304110,casos_3304144,casos_3304151,casos_3304904,casos_3305000,casos_3305109,casos_3305133,casos_3305208,casos_3305505,casos_3305554,casos_3305752,casos_3306008,casos_3306305,casos_3304607,casos_3304706,casos_3300407,casos_3300605,casos_3300704,casos_3300803,casos_3301009,casos_3301108,casos_3301306,casos_3301405,casos_3301702,casos_3302908,casos_3301900,casos_3302007,casos_3302106,casos_3302205,casos_3303104,casos_3303302,casos_3304128,casos_3304201,casos_3304300,casos_3304409,casos_3304508,casos_3304524,casos_3304557,casos_3305158,casos_3305307,casos_3305406,casos_3305604,casos_3305703,casos_3305802,casos_3305901,casos_3306107,casos_3306156,casos_3306206
2012-05-27,9,34,11,190,9,3,3,8,0,0,0,0,115,1,50,3,11,0,1,8,11,0,61,0,2,2,0,48,0,2,0,0,0,1,8,0,4,0,1,15,2,75,0,1,0,13,0,455,2,69,1,12,34,2,27,4,32,0,4,7,0,165,6,176,0,3,0,181,2,158,6,2,31,1,220,0,50,47,0,2,32,8044,0,0,0,2,0,1,0,64,0,0
2012-06-03,7,21,3,115,8,2,1,6,0,0,1,3,102,1,46,0,13,0,6,9,15,0,31,0,0,0,0,22,0,3,0,0,0,1,1,0,2,0,2,9,0,52,0,5,0,4,0,480,1,69,0,19,31,2,17,5,18,0,11,3,1,229,6,188,0,5,0,197,0,172,13,0,27,0,171,0,29,53,0,0,16,5264,0,0,1,1,0,1,0,60,0,1
2012-06-10,8,57,6,117,6,2,1,9,1,2,0,2,62,2,62,0,16,0,4,10,15,0,23,0,0,0,0,19,1,0,0,1,0,1,5,0,2,1,5,15,2,52,0,2,0,6,1,610,1,66,0,11,30,2,20,1,28,0,4,4,2,206,3,242,0,9,0,152,2,195,11,1,32,0,204,0,23,35,1,0,19,4217,0,0,0,0,0,3,0,64,0,1
2012-06-17,4,22,3,74,3,3,1,7,0,2,3,3,63,6,61,1,16,0,1,1,7,0,23,0,0,0,0,18,1,1,0,0,1,0,7,0,7,1,3,15,2,54,1,5,0,4,0,510,0,43,0,14,23,6,23,2,25,0,2,5,1,162,8,257,0,4,0,160,4,174,17,1,27,0,172,0,26,43,0,0,15,2751,0,0,0,1,0,0,0,53,0,1
2012-06-24,5,21,2,46,1,1,0,6,0,2,7,1,45,0,36,1,16,0,3,5,8,0,9,0,0,0,0,22,1,2,0,0,0,0,3,1,0,2,3,5,3,48,0,1,1,6,0,450,0,40,0,10,21,1,23,2,18,0,3,4,3,126,7,185,0,2,0,122,2,171,8,1,30,0,147,0,33,55,0,1,11,1861,0,0,0,5,0,1,0,34,0,1
2012-07-01,11,20,3,30,0,1,2,9,1,3,3,3,49,1,42,0,9,0,2,3,6,0,27,0,0,0,0,6,1,0,0,0,0,0,10,0,1,0,2,3,0,31,0,3,0,4,0,119,0,28,2,14,15,4,21,1,15,0,7,4,0,129,1,188,0,0,0,119,1,148,11,0,18,0,99,0,18,33,0,3,15,1304,0,0,0,3,0,0,0,23,0,0
2012-07-08,1,12,3,27,0,0,1,3,0,4,2,1,31,1,15,1,9,0,1,2,3,0,9,0,0,0,0,7,0,0,0,0,0,1,2,2,2,0,1,7,0,15,0,0,1,2,0,71,2,19,0,5,15,1,16,0,10,0,1,4,0,85,0,171,0,2,0,64,1,88,7,0,10,1,79,1,37,22,0,1,8,864,0,0,0,0,0,0,0,5,0,0
2012-07-15,3,29,4,10,0,1,4,1,0,2,2,0,16,0,12,0,3,0,1,10,1,0,3,0,0,0,0,3,0,0,0,0,0,0,3,2,2,0,1,3,2,8,0,1,0,2,0,54,0,9,1,6,7,1,12,0,10,0,0,5,0,75,1,139,0,1,0,59,0,50,7,2,18,0,34,0,18,13,0,1,6,661,0,0,0,2,0,3,0,4,0,0
2012-07-22,3,29,4,14,1,1,1,1,0,3,0,1,5,0,18,0,4,0,2,1,3,0,3,0,0,0,0,6,0,0,0,0,0,0,9,0,2,0,1,3,0,5,0,0,0,2,0,30,1,14,0,3,5,1,10,0,8,0,1,2,1,26,0,102,0,1,0,27,0,37,1,2,15,0,49,0,29,15,1,1,6,489,0,0,0,0,0,1,1,9,0,0
2012-07-29,1,17,1,13,0,2,0,6,0,2,0,2,4,2,9,1,7,0,8,7,3,0,9,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,3,3,0,3,1,0,0,0,0,20,0,14,2,6,7,1,13,1,6,0,1,3,1,72,0,101,0,1,0,37,1,63,8,0,12,1,18,1,15,24,0,1,10,542,0,0,0,5,0,1,0,4,0,0
2012-08-05,1,26,1,10,0,0,1,5,0,4,1,0,3,5,9,0,1,0,3,4,2,0,8,0,0,0,0,1,0,0,0,0,0,0,2,0,2,1,1,1,2,8,0,2,0,1,0,16,1,11,0,5,6,1,14,2,10,0,3,1,1,108,0,79,0,1,1,28,0,61,1,0,7,0,22,0,12,34,0,3,8,466,0,0,0,1,0,0,0,5,0,1
2012-08-12,1,23,0,7,0,0,2,3,0,3,2,1,7,2,9,2,4,0,2,2,2,0,5,0,1,0,0,4,0,0,0,0,0,0,1,0,3,0,1,5,0,5,0,3,0,0,0,13,1,17,0,4,8,1,11,0,13,0,0,2,0,65,1,87,0,0,0,17,0,37,4,0,5,0,32,0,18,30,0,1,6,493,0,0,0,2,0,0,0,11,0,0
2012-08-19,1,20,1,11,0,0,1,2,0,2,1,0,11,3,9,1,1,0,0,1,1,0,3,0,0,0,0,5,0,0,0,0,0,0,1,0,2,0,1,1,0,6,0,1,0,0,0,16,0,9,0,5,2,0,8,0,11,0,0,1,0,74,0,62,0,5,0,28,0,33,4,2,7,0,16,0,33,20,0,0,3,402,0,0,0,1,0,2,0,7,0,0
2012-08-26,3,11,4,9,0,0,0,2,0,0,2,0,4,2,2,1,1,0,1,3,3,0,5,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,3,0,6,0,1,0,0,0,17,0,4,0,7,2,1,9,2,6,0,1,0,1,67,1,62,0,2,0,22,0,32,1,2,7,0,16,0,22,10,0,1,3,301,0,0,1,2,0,1,0,5,0,0
2012-09-02,0,19,0,8,0,1,1,2,0,1,0,0,7,0,5,0,0,0,4,1,1,0,3,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,2,0,6,0,1,0,0,0,12,0,6,0,6,3,0,16,1,4,0,0,1,2,46,1,63,0,1,0,12,0,37,2,1,4,1,19,0,13,26,0,0,7,218,0,0,0,2,0,0,0,6,0,1
2012-09-09,0,5,1,10,0,0,0,2,0,2,0,0,6,0,8,1,0,0,0,1,3,0,3,0,0,0,0,1,0,1,0,0,0,0,2,0,1,0,0,0,1,4,0,0,0,3,0,13,0,7,0,5,2,1,3,1,3,0,0,1,0,42,2,64,0,0,0,14,0,41,4,1,4,0,17,0,5,17,0,1,2,248,0,0,0,0,0,0,0,8,0,0
2012-09-16,0,5,0,8,1,0,1,3,0,2,0,0,6,2,7,1,1,0,0,1,3,0,3,0,2,0,0,2,0,0,0,0,0,0,7,0,0,0,0,1,0,1,0,1,0,1,0,7,0,7,2,6,3,2,5,2,4,1,3,1,2,44,1,42,0,0,0,14,0,51,1,0,2,0,21,0,8,12,0,0,1,241,0,0,0,0,0,1,0,0,0,0
2012-09-23,0,10,3,2,0,0,0,1,0,1,2,0,4,0,6,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,0,2,0,2,0,5,0,5,0,7,4,0,0,0,4,0,3,1,1,41,2,39,0,1,0,17,0,27,2,1,1,0,17,0,1,5,0,0,6,188,0,0,2,0,0,1,0,4,0,0
2012-09-30,0,5,0,7,0,1,3,2,0,0,0,0,7,0,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,2,0,0,0,17,0,10,3,1,3,1,1,0,8,0,6,0,0,8,0,60,0,0,0,14,0,27,1,0,4,0,15,0,8,5,0,2,3,205,0,0,0,0,0,0,0,4,0,0
2012-10-07,0,6,1,8,0,1,1,1,0,0,2,0,8,1,0,0,0,0,0,0,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,2,0,10,0,6,2,1,3,4,2,0,5,0,3,0,0,5,0,36,0,0,0,14,0,20,1,0,2,0,8,1,5,10,0,0,2,192,0,0,0,0,0,0,0,1,0,1
2012-10-14,1,3,0,5,0,0,2,2,0,1,1,0,9,1,3,0,0,0,0,1,2,0,3,0,0,0,0,3,0,0,0,0,0,1,2,2,0,0,0,0,1,3,0,0,0,1,0,4,0,0,0,0,5,2,1,0,4,1,17,0,1,8,0,55,1,1,0,16,0,26,0,0,2,0,10,1,5,8,0,0,5,232,0,0,0,0,0,1,0,10,0,0
2012-10-21,1,2,0,5,0,1,1,5,0,0,2,0,1,0,9,1,1,0,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,1,2,1,1,1,1,0,0,0,9,0,4,1,0,2,1,3,1,4,0,58,0,0,1,1,32,0,1,0,8,0,20,0,1,2,0,14,0,3,11,1,0,3,247,0,0,0,0,0,0,0,7,0,0
2012-10-28,0,2,0,2,1,0,0,4,0,2,1,0,4,0,12,0,1,0,0,0,1,0,5,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,1,0,10,0,9,1,3,1,0,3,0,18,0,103,0,0,18,0,39,0,0,3,19,0,23,1,0,4,0,10,0,1,16,0,1,6,226,0,0,0,0,0,0,0,8,0,0
2012-11-04,0,1,1,3,0,1,1,0,0,1,0,0,1,1,4,4,0,0,0,1,4,0,5,0,1,0,0,0,0,0,0,0,0,0,2,4,1,0,2,4,0,0,2,0,0,1,0,15,1,5,0,2,2,2,5,2,15,0,122,0,0,26,0,37,0,1,0,16,0,27,3,1,9,2,15,0,10,24,0,1,5,223,0,0,1,1,0,1,0,9,0,2
2012-11-11,0,0,1,18,1,0,1,1,1,2,0,2,2,0,4,1,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,2,3,0,2,0,0,0,1,0,10,0,4,0,3,5,1,5,1,11,0,64,0,0,20,0,53,0,0,1,9,1,41,0,2,15,0,6,0,2,11,0,0,2,194,0,0,3,1,0,0,0,12,0,2
2012-11-18,0,2,0,32,0,0,1,5,0,1,0,0,2,0,2,5,0,0,0,0,3,0,3,0,0,0,0,0,1,1,0,0,0,0,0,5,0,0,0,2,0,1,0,0,0,0,0,22,0,7,3,0,3,0,3,0,10,0,66,0,1,0,4,79,0,1,0,18,0,43,0,1,15,1,7,0,8,11,0,0,4,216,0,0,2,0,0,0,0,14,0,0
2012-11-25,0,3,0,23,1,0,2,2,2,1,0,0,9,3,2,9,0,0,0,0,4,0,3,0,3,0,1,3,0,0,0,0,1,0,0,25,0,0,1,5,0,0,4,3,0,0,0,15,0,11,0,1,9,2,3,1,4,0,95,0,3,3,0,68,0,0,0,25,1,26,5,2,19,1,15,0,6,12,0,2,1,297,0,0,2,0,0,0,0,17,0,1
2012-12-02,0,1,2,14,0,1,5,3,8,6,4,0,2,2,7,7,0,0,0,2,1,0,2,0,2,0,0,3,0,0,0,0,0,0,6,44,1,0,1,4,0,3,2,1,0,1,0,37,0,10,0,6,6,2,0,3,7,0,138,0,6,29,4,111,0,3,0,19,1,14,2,2,22,1,17,0,8,10,1,0,1,328,0,0,2,0,0,0,0,17,0,0
2012-12-09,2,0,2,15,0,1,1,2,1,0,3,1,3,9,4,11,1,0,0,2,0,0,7,0,1,1,0,3,0,0,0,0,0,0,6,64,0,0,4,6,1,1,2,0,1,2,0,32,1,5,0,5,7,6,0,1,3,0,98,1,3,27,1,107,0,1,0,25,1,27,6,5,38,1,31,0,4,20,0,0,10,383,0,0,6,0,0,0,0,37,0,0
2012-12-16,2,0,2,10,0,0,3,3,1,0,1,0,10,6,5,20,2,0,0,0,0,0,7,0,7,0,0,2,1,0,0,0,0,0,6,45,1,0,2,8,0,1,4,0,0,1,0,35,0,21,0,4,10,4,0,0,9,0,62,0,1,29,1,102,0,2,0,18,0,17,0,4,60,0,33,0,7,38,0,0,6,361,0,0,3,0,0,1,0,16,0,0
2012-12-23,5,6,7,12,2,7,3,3,0,1,2,1,7,2,9,27,2,0,0,0,1,0,6,0,10,1,0,1,0,0,1,0,0,1,2,33,0,0,1,8,1,1,31,1,0,0,0,57,1,9,4,3,9,7,3,2,4,0,69,1,0,12,1,111,0,9,1,24,0,54,0,12,37,0,39,0,4,32,0,2,104,446,0,0,8,0,0,0,0,81,0,0
2012-12-30,2,43,17,21,12,3,4,5,3,1,26,0,11,14,31,35,9,0,0,0,4,0,34,1,22,0,9,2,1,1,1,2,0,1,25,34,1,1,7,16,3,3,36,3,1,1,0,144,0,20,7,21,9,2,10,11,52,0,96,10,4,13,2,214,2,20,0,65,0,79,2,26,106,4,62,0,9,106,0,1,87,539,0,0,25,1,0,2,0,87,0,2
2013-01-06,10,48,39,35,80,6,9,1,3,3,34,1,17,14,72,126,8,0,12,1,11,0,64,3,53,1,5,5,1,1,0,0,0,3,32,49,1,0,7,27,2,5,79,2,0,10,0,146,1,26,6,17,7,8,18,22,85,0,154,25,0,10,4,408,2,29,4,118,2,78,5,71,416,7,130,1,12,182,3,4,163,860,0,1,19,1,0,0,0,132,0,0
2013-01-13,13,78,31,54,130,11,16,6,8,5,53,1,32,15,50,21,9,1,9,4,10,0,77,1,65,2,9,6,4,5,1,1,0,0,48,38,3,0,8,82,0,5,100,3,2,15,0,150,1,8,13,6,13,6,21,46,100,0,106,24,2,46,14,484,2,16,4,86,3,150,3,95,435,11,164,0,26,273,1,3,285,920,0,1,20,0,0,1,0,115,0,4
2013-01-20,7,72,31,40,93,4,10,15,11,6,83,2,22,14,111,7,15,1,8,9,14,11,51,1,39,3,16,7,4,3,0,1,1,1,55,27,2,6,8,122,2,10,57,8,3,16,3,272,2,28,10,38,15,8,25,280,191,2,63,48,11,224,100,556,5,45,1,125,1,152,8,115,595,48,127,1,17,271,2,4,381,1148,2,3,35,1,1,5,0,117,1,6
2013-01-27,9,73,28,66,90,9,11,11,25,29,43,6,26,15,112,9,35,3,31,8,22,10,48,3,39,3,36,3,6,6,0,3,2,3,31,13,3,24,19,98,2,21,40,17,0,38,2,406,2,42,10,98,24,4,19,325,156,0,25,37,6,209,140,579,8,27,3,219,0,154,29,87,497,49,228,0,29,262,3,8,306,1351,5,1,85,9,0,1,0,72,4,10
2013-02-03,10,96,30,85,108,7,25,10,47,29,23,4,26,17,177,7,40,3,36,12,23,10,88,1,18,5,38,6,7,11,1,1,7,2,35,10,4,20,2,83,2,7,16,11,0,43,6,431,6,74,6,177,24,14,27,180,209,0,25,30,8,139,185,595,8,24,2,246,0,208,36,52,423,36,256,1,18,138,3,2,415,1355,0,3,25,10,0,3,0,65,0,2
2013-02-10,10,108,50,77,79,11,31,11,127,21,32,11,43,17,270,4,30,0,49,30,26,5,249,2,25,8,52,3,9,23,0,1,11,3,38,6,1,69,7,133,14,6,88,14,2,45,7,494,14,90,8,125,28,30,38,278,306,1,19,80,44,299,225,788,32,36,9,423,0,179,36,89,362,47,388,1,62,138,7,5,367,1769,1,26,50,7,0,4,0,163,1,7
2013-02-17,10,169,104,166,92,16,48,22,283,27,48,4,67,17,467,4,77,6,64,22,73,2,321,6,24,6,76,16,21,36,0,10,38,15,71,10,5,134,6,198,14,12,107,36,5,67,16,739,12,129,12,121,60,39,70,326,645,0,30,152,82,411,283,1170,38,52,7,541,5,287,50,141,416,65,805,2,93,300,2,5,422,3236,4,30,75,26,0,5,2,234,14,11
2013-02-24,22,330,82,137,98,32,38,20,194,33,117,11,84,20,626,7,223,58,56,35,193,2,422,2,10,14,56,19,37,88,0,8,118,62,98,17,7,105,9,173,39,47,97,54,4,18,18,768,24,84,6,76,98,42,80,233,846,1,48,197,67,627,338,1687,61,97,16,480,9,353,82,76,341,59,1147,3,112,202,2,24,556,3836,9,32,79,36,1,11,2,248,3,69
2013-03-03,28,251,116,185,84,39,56,32,139,55,72,27,107,19,731,5,328,18,76,36,179,9,575,9,9,22,27,21,41,42,3,10,112,63,233,16,22,146,13,206,104,39,61,56,8,25,34,1891,18,124,6,71,99,29,127,154,1274,2,28,187,89,586,365,1999,98,118,12,405,4,392,77,49,585,48,1240,0,171,203,3,29,154,3994,17,15,88,36,1,12,1,227,5,69
2013-03-10,64,60,149,279,91,53,52,31,80,75,49,33,162,19,798,3,276,9,169,20,233,15,499,17,4,40,15,39,37,42,2,13,127,71,129,14,25,107,15,207,115,91,47,51,15,38,15,1897,31,145,5,109,214,30,120,172,1868,0,18,255,120,826,367,2390,103,113,4,420,14,482,79,16,410,29,1512,4,249,143,5,52,153,5357,37,24,69,85,0,29,7,237,4,119
2013-03-17,52,81,178,279,77,64,29,31,12,99,42,34,164,11,913,1,244,2,116,24,217,8,325,2,8,66,8,56,47,27,3,16,87,18,145,2,26,41,16,201,115,127,22,43,9,33,18,1703,24,176,3,198,133,42,114,113,1915,1,8,159,96,732,210,2024,88,91,3,447,8,520,111,7,260,15,1291,8,222,100,4,50,258,5424,52,18,46,41,0,43,9,237,1,130
2013-03-24,59,61,124,239,81,61,43,44,11,101,20,32,145,7,717,2,212,4,139,118,178,4,297,5,4,54,1,38,37,93,3,8,50,71,106,7,16,51,14,114,110,72,0,39,10,40,17,1682,17,151,4,207,273,25,98,57,1540,0,8,138,46,736,160,1490,49,57,3,501,5,447,54,11,206,6,1166,4,152,64,6,46,229,5358,34,2,21,49,0,40,0,229,1,113
2013-03-31,64,84,169,269,58,62,46,50,10,152,17,34,180,9,609,2,259,7,135,164,174,6,279,8,3,76,9,43,25,109,2,10,25,43,61,9,31,28,19,93,138,98,2,49,5,44,23,1510,17,176,5,157,277,29,99,55,1652,0,6,180,117,733,142,1754,115,81,5,474,8,559,97,7,258,6,1455,8,173,59,8,65,392,6633,64,0,12,67,1,50,0,263,1,158
2013-04-07,77,224,176,241,75,49,61,40,8,184,14,23,186,14,703,1,195,0,185,130,104,6,292,9,2,83,0,36,29,223,2,5,8,19,38,21,14,9,14,70,172,100,2,63,19,46,41,1698,12,202,4,167,371,36,88,37,1665,1,14,125,129,648,34,1540,94,107,4,437,3,611,75,5,293,2,1521,5,191,52,3,79,380,6552,74,0,8,66,2,33,4,245,0,183
2013-04-14,28,155,110,177,52,22,24,29,8,164,7,7,170,3,531,1,170,1,165,86,51,1,205,3,1,61,0,18,16,14,0,8,2,33,28,7,38,12,8,76,101,69,0,62,18,41,26,1320,13,205,6,142,253,13,63,24,972,0,10,149,106,561,30,1459,30,92,0,466,1,593,61,3,223,4,709,7,191,67,3,75,360,5515,55,0,6,53,0,28,0,211,0,147
2013-04-21,17,247,89,131,25,10,21,30,11,93,11,10,149,7,284,0,146,0,123,49,46,3,141,5,2,39,0,19,17,22,2,4,2,5,9,5,13,3,3,58,83,37,1,35,19,27,10,824,2,126,1,106,204,10,36,7,720,0,7,117,47,459,20,1015,12,66,0,349,0,340,24,1,180,0,410,2,106,42,1,25,309,3922,30,0,2,27,0,17,0,134,0,20
2013-04-28,15,257,62,92,25,16,22,23,9,115,10,4,106,3,269,0,134,0,65,26,22,2,92,0,7,45,0,8,14,24,4,0,0,5,4,3,10,1,7,70,63,25,0,29,8,13,30,553,12,105,0,101,185,10,36,1,369,0,2,94,84,369,16,741,10,46,1,262,4,264,25,3,180,0,384,3,76,37,0,18,221,2761,10,0,1,28,0,11,1,95,0,25
2013-05-05,24,170,72,91,24,6,12,16,1,112,5,4,114,4,217,0,78,0,52,19,13,0,50,6,1,18,0,7,9,1,1,0,1,5,10,6,5,2,3,31,28,11,0,25,0,7,29,493,5,111,2,62,121,6,10,1,280,0,5,72,127,263,13,693,14,30,0,302,1,187,20,4,118,2,280,0,77,22,2,14,165,2267,9,0,2,14,0,11,0,57,1,12
2013-05-12,18,169,20,69,21,5,4,14,0,95,3,1,77,6,158,1,66,0,42,24,17,0,45,1,1,5,0,6,8,1,0,0,0,4,1,2,10,0,0,28,27,8,0,25,0,5,24,380,7,82,1,14,87,8,14,0,164,0,7,35,73,189,14,491,9,43,0,291,0,144,3,1,124,2,243,0,68,34,0,30,136,1633,10,1,3,18,1,8,0,32,0,3
2013-05-19,6,122,19,50,6,4,7,8,3,58,1,2,73,8,113,0,52,0,27,38,8,0,21,1,0,0,0,4,7,2,0,0,0,1,1,0,3,1,1,17,24,7,0,23,1,1,19,224,2,100,0,14,81,5,3,1,118,0,1,26,59,174,12,330,4,20,0,244,0,107,15,0,65,0,142,1,45,10,1,8,95,1231,2,1,6,8,0,6,0,19,0,2
2013-05-26,13,77,2,30,4,6,6,7,2,58,1,1,30,2,45,0,13,1,17,16,8,1,14,0,0,3,0,5,6,1,0,0,0,3,1,0,4,0,0,5,22,4,0,7,0,2,11,194,2,78,0,5,52,6,10,0,23,0,0,22,32,88,5,275,2,9,0,158,0,87,5,1,56,0,57,1,29,8,0,5,104,791,1,0,1,8,0,0,0,21,4,0
2013-06-02,5,62,1,18,11,5,1,3,0,63,2,2,25,1,58,0,16,0,11,9,1,0,40,0,1,1,0,4,2,1,0,0,0,0,1,2,5,0,0,14,8,6,0,5,2,1,9,175,3,53,0,0,38,5,5,0,38,0,1,9,31,39,3,288,2,10,0,100,0,63,8,0,44,1,38,1,30,7,0,7,65,599,0,1,0,3,0,2,0,18,0,0
2013-06-09,9,64,0,26,5,3,2,2,2,67,0,0,21,0,35,0,2,0,8,4,8,0,50,0,0,0,0,3,0,0,0,0,0,0,0,1,5,0,0,7,7,7,0,0,0,0,11,155,6,64,0,6,34,2,0,1,18,0,0,14,25,40,0,241,3,3,1,96,0,44,4,2,34,0,34,1,12,4,0,1,58,480,2,0,0,5,0,4,0,16,0,1
2013-06-16,4,36,1,24,3,2,1,6,2,44,1,0,16,3,21,0,5,0,3,5,3,0,32,0,0,0,0,2,0,0,0,0,0,0,12,0,1,0,1,1,4,4,0,1,1,1,3,92,0,66,0,1,9,2,0,0,3,0,1,11,8,39,0,178,0,1,0,72,0,36,1,0,20,1,40,1,10,10,0,1,57,395,4,0,0,1,0,0,0,8,1,3
2013-06-23,3,19,0,21,4,0,0,1,1,32,1,0,20,1,29,0,1,0,0,1,6,0,28,0,0,1,0,2,0,18,0,0,0,0,7,0,0,0,1,7,6,7,0,1,0,0,1,53,0,45,0,2,18,3,0,0,2,0,1,11,5,14,0,109,1,5,0,55,0,24,1,0,37,0,25,0,9,4,0,2,45,273,0,0,0,0,0,3,0,4,0,0
2013-06-30,1,36,0,10,1,3,2,2,0,32,0,2,17,0,9,0,1,0,0,2,0,0,11,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,2,4,4,0,0,0,0,2,48,0,34,0,1,11,2,1,0,3,0,0,3,1,15,0,87,0,10,0,45,0,26,0,0,20,0,20,0,7,7,0,0,16,220,0,0,0,1,0,2,0,7,0,0
2013-07-07,0,20,0,12,0,0,0,1,0,26,0,1,14,2,11,0,1,0,0,0,2,0,12,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,3,0,0,44,1,26,0,1,10,2,0,0,3,0,0,2,2,10,0,63,0,0,0,28,0,16,2,0,16,0,13,2,12,5,0,1,1,188,0,0,0,0,0,1,0,6,0,0
2013-07-14,0,20,1,9,0,0,1,2,0,11,0,0,17,3,12,0,2,0,1,0,1,0,6,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,3,0,2,4,0,0,0,0,0,29,0,38,0,1,10,0,1,0,1,0,1,0,1,1,0,49,0,0,0,32,1,9,2,0,22,0,11,2,8,5,0,3,2,158,0,0,0,0,0,0,0,5,0,0
2013-07-21,1,12,0,15,0,0,1,2,0,8,2,0,14,0,2,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2,0,15,0,37,0,1,9,2,2,0,0,0,0,1,1,1,0,30,0,1,0,26,1,7,1,1,11,1,9,2,1,0,0,1,0,85,0,0,0,0,0,0,0,3,0,0
2013-07-28,0,8,0,8,0,0,0,0,0,9,1,0,8,0,6,0,1,0,0,0,3,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,24,0,29,0,0,3,0,0,0,6,0,0,3,2,3,0,28,0,0,0,25,0,7,1,0,15,0,19,0,0,0,0,0,1,98,0,0,0,0,0,0,0,5,0,0
2013-08-04,1,3,1,7,0,0,2,2,0,14,1,0,6,0,4,0,0,0,0,0,2,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,4,2,0,0,0,0,0,0,19,0,37,0,0,3,0,0,0,1,0,0,0,1,5,0,29,0,0,1,23,0,4,0,0,6,0,14,0,1,3,0,0,0,72,0,0,0,0,0,0,0,2,0,0
2013-08-11,3,6,0,3,0,0,1,0,0,6,0,1,5,0,4,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0,26,0,0,4,0,0,0,1,0,1,0,9,4,0,19,0,2,0,19,0,10,0,0,9,0,8,0,1,2,0,0,3,58,1,0,0,0,0,0,1,4,0,0
2013-08-18,0,0,0,13,0,0,0,2,0,3,0,0,8,0,0,0,1,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,1,0,0,1,1,0,15,0,34,0,0,3,0,1,0,2,0,1,0,1,0,0,28,0,0,0,17,0,8,0,0,14,0,5,0,4,8,0,0,1,72,0,0,0,0,0,2,0,3,0,0
2013-08-25,1,0,1,9,0,0,1,1,0,3,0,0,11,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,12,0,18,0,0,2,0,0,0,0,0,1,0,0,1,0,20,0,0,0,18,1,9,0,0,9,0,8,0,0,4,0,0,0,57,0,0,0,0,0,0,0,2,0,0
2013-09-01,0,0,0,5,0,0,4,1,2,2,0,0,5,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,2,0,0,0,0,0,0,2,0,12,0,24,0,0,1,0,0,0,0,0,0,2,0,0,0,27,0,1,0,10,0,5,0,0,14,0,4,0,3,0,0,0,1,59,0,0,0,0,0,0,0,4,0,0
2013-09-08,3,0,0,9,0,0,0,2,1,9,0,0,8,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,17,0,26,0,0,0,1,1,0,0,0,0,1,0,1,0,20,0,2,0,10,0,5,0,0,11,0,5,0,2,1,0,0,1,77,0,0,0,0,0,0,0,1,1,0
2013-09-15,1,0,1,7,0,1,1,0,0,4,0,0,10,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,2,0,16,0,17,0,0,1,1,2,0,0,0,0,1,0,2,0,15,0,0,0,10,0,16,2,0,10,0,6,0,2,1,0,0,0,54,0,0,0,0,0,0,0,2,0,0
