"Low","Median","High","uf","macroregional","macroregional_id","dummyweeks","SE","pop","LowCases","MedianCases","HighCases"
0.45976841318789,0.814320634467021,1.44228719654949,"Piauí","Meio Norte",2208,4,44,1400406,6.438624444388,11.4037950243142,20.1978764377109
1.00644680889041,1.46648590402687,2.13680533110388,"Piauí","Meio Norte",2208,5,45,1400406,14.0943414985098,20.5367565891466,29.9239500650987
0.800247162030832,1.16382423264607,1.69258562699161,"Piauí","Meio Norte",2208,6,46,1400406,11.2067092719095,16.2982643834295,23.7030706755281
0.928653631601841,1.30080733588084,1.82209993855589,"Piauí","Meio Norte",2208,7,47,1400406,13.0049211761701,18.2165839801155,25.5167968655329
0.669276431564192,1.05378583676855,1.65920169514811,"Piauí","Meio Norte",2208,8,48,1400406,9.37258730421084,14.7572800852569,23.2355600909558
0.834327692718435,1.30576364351106,2.04358396298694,"Piauí","Meio Norte",2208,9,49,1400406,11.6839750684905,18.2859924095476,28.6184724327069
1.18833405639649,1.72663439063649,2.50877798450803,"Piauí","Meio Norte",2208,10,50,1400406,16.6415014258198,24.1798916045368,35.1330774217295
1.49690059702791,2.06570642809808,2.85065224475035,"Piauí","Meio Norte",2208,11,51,1400406,20.9626857748146,28.9282767614712,39.9207050746186
1.57445833373808,2.04244938215194,2.64954580839789,"Piauí","Meio Norte",2208,12,52,1400406,22.0488089731681,28.6025836946187,37.1043984735526
0.323096802632722,0.595107405526248,0.923039667318255,"Piauí","Litoral",2209,13,1,677884,2.1902215295588,4.03413788487755,6.25713821840368
0.251619620209696,0.60593764483499,1.06055871724515,"Piauí","Litoral",2209,14,2,677884,1.70568914626229,4.10755434431322,7.18935785481012
0.313304071114522,0.632248356910583,1.02865030059362,"Piauí","Litoral",2209,15,3,677884,2.12383816943397,4.28591045175974,6.97305580367604
0.345930103603115,0.624565423254284,1.12763232763444,"Piauí","Litoral",2209,16,4,677884,2.34500482350894,4.23382907377307,7.64403912786142
0.504385273796442,1.07764213082289,2.30243153885806,"Piauí","Litoral",2209,17,5,677884,3.41914706942228,7.30516358210741,15.6078150128726
0.760213570715542,1.2350545240594,2.00648835558654,"Piauí","Litoral",2209,18,6,677884,5.15336616170934,8.37223700987484,13.6016635243843
1.12162596158008,1.89663345656214,3.2071462250065,"Piauí","Litoral",2209,19,7,677884,7.60332293339754,12.8569747406817,21.740731115923
0.911602921654679,1.78456848283114,3.49349984983991,"Piauí","Litoral",2209,20,8,677884,6.17961034942961,12.0973042141551,23.6818765220888
1.30752023621737,2.21389593327572,3.74857311390778,"Piauí","Litoral",2209,21,9,677884,8.86347047807972,15.0076463083268,25.4109773674826
1.42001343408039,2.30009454039858,3.72562312989488,"Piauí","Litoral",2209,22,10,677884,9.6260438674815,15.5919728742355,25.2554030978566
1.68704887354831,3.14495872292619,5.86276160933422,"Piauí","Litoral",2209,23,11,677884,11.4362343859642,21.319171989321,39.7427229078192
1.46082720362949,2.86815278061251,5.63126176216915,"Piauí","Litoral",2209,24,12,677884,9.90271388105176,19.4427487953273,38.1734224838627
1.24089879361541,2.95230932695908,7.02404612438598,"Piauí","Litoral",2209,25,13,677884,8.4118543781119,20.0132325579633,47.6148848298326
1.51826594818287,3.71029262230581,7.81037072504518,"Piauí","Litoral",2209,26,14,677884,10.29208194018,25.1514800397915,52.9452534857653
2.96814536387235,6.07149682219994,12.4195647931108,"Piauí","Litoral",2209,27,15,677884,20.1205825184324,41.1577055182019,84.1902426021311
2.67238482901003,5.56651954699273,11.5949392956742,"Piauí","Litoral",2209,28,16,677884,18.1156691742864,37.7345453659362,78.6002382950883
2.97379473220843,7.22139548825408,17.5360297175082,"Piauí","Litoral",2209,29,17,677884,20.1588786824838,48.9526845915963,118.873939690233
2.90500166315751,7.01148308061462,16.9228457295653,"Piauí","Litoral",2209,30,18,677884,19.6925414742786,47.5297219661936,114.717263545406
3.12324164304558,7.84432832294528,19.701801484101,"Piauí","Litoral",2209,31,19,677884,21.1719553795431,53.1754466087144,133.555359972483
4.56121748460651,9.62613933516711,20.3153124824183,"Piauí","Litoral",2209,32,20,677884,30.91976353335,65.2540583708042,137.714252868317
